Время [c],Напряжение[B]
0.8331,1.9532
0.8340,1.9532
0.8348,1.9583
0.8356,1.9583
0.8365,1.9482
0.8373,1.9532
0.8382,1.9482
0.8389,1.9482
0.8396,1.9532
0.8403,1.9482
0.8410,1.9482
0.8416,1.9482
0.8423,1.9482
0.8430,1.9532
0.8436,1.9482
0.8441,1.9482
0.8447,1.9532
0.8452,1.9482
0.8458,1.9482
0.8463,1.9482
0.8470,1.9482
0.8476,1.9532
0.8482,1.9532
0.8487,1.9431
0.8494,1.9431
0.8501,1.9482
0.8507,1.9380
0.8514,1.9482
0.8521,1.9532
0.8526,1.9532
0.8532,1.9482
0.8537,1.9380
0.8543,1.9431
0.8548,1.9482
0.8554,1.9431
0.8559,1.9431
0.8565,1.9380
0.8570,1.9482
0.8576,1.9482
0.8581,1.9482
0.8587,1.9532
0.8592,1.9431
0.8598,1.9482
0.8603,1.9482
0.8610,1.9532
0.8616,1.9380
0.8622,1.9482
0.8628,1.9482
0.8635,1.9532
0.8642,1.9482
0.8649,1.9482
0.8656,1.9482
0.8663,1.9431
0.8670,1.9431
0.8678,1.9431
0.8684,1.9482
0.8691,1.9431
0.8698,1.9380
0.8704,1.9329
0.8711,1.9431
0.8717,1.9380
0.8724,1.9482
0.8730,1.9482
0.8737,1.9380
0.8744,1.9482
0.8751,1.9431
0.8758,1.9482
0.8764,1.9482
0.8771,1.9431
0.8777,1.9482
0.8784,1.9431
0.8791,1.9482
0.8797,1.9380
0.8803,1.9380
0.8809,1.9431
0.8815,1.9482
0.8821,1.9431
0.8826,1.9482
0.8832,1.9431
0.8837,1.9431
0.8843,1.9482
0.8849,1.9431
0.8854,1.9431
0.8860,1.9431
0.8866,1.9431
0.8872,1.9431
0.8878,1.9482
0.8883,1.9380
0.8890,1.9380
0.8896,1.9431
0.8903,1.9380
0.8910,1.9431
0.8916,1.9431
0.8923,1.9482
0.8929,1.9431
0.8936,1.9431
0.8942,1.9329
0.8949,1.9380
0.8955,1.9431
0.8962,1.9431
0.8969,1.9431
0.8975,1.9431
0.8982,1.9431
0.8988,1.9431
0.8995,1.9380
0.9002,1.9329
0.9009,1.9482
0.9016,1.9329
0.9023,1.9380
0.9030,1.9380
0.9037,1.9431
0.9044,1.9431
0.9051,1.9329
0.9058,1.9431
0.9065,1.9431
0.9072,1.9431
0.9078,1.9380
0.9086,1.9431
0.9092,1.9431
0.9099,1.9380
0.9105,1.9482
0.9112,1.9431
0.9119,1.9431
0.9125,1.9380
0.9132,1.9431
0.9139,1.9431
0.9145,1.9380
0.9152,1.9431
0.9158,1.9380
0.9165,1.9431
0.9172,1.9431
0.9179,1.9431
0.9186,1.9380
