Время [c],Напряжение[B]
0.9279,1.4205
0.9286,1.4205
0.9294,1.4256
0.9303,1.4155
0.9311,1.4256
0.9318,1.4205
0.9325,1.4155
0.9334,1.4205
0.9342,1.4205
0.9350,1.4155
0.9359,1.4205
0.9367,1.4205
0.9374,1.4205
0.9383,1.4205
0.9391,1.4155
0.9399,1.4205
0.9408,1.4205
0.9416,1.4205
0.9424,1.4155
0.9432,1.4155
0.9440,1.4256
0.9449,1.4205
0.9456,1.4155
0.9464,1.4155
0.9473,1.4104
0.9479,1.4155
0.9487,1.4053
0.9494,1.4104
0.9501,1.4155
0.9508,1.4104
0.9515,1.4104
0.9521,1.4155
0.9528,1.4104
0.9535,1.4053
0.9542,1.4104
0.9549,1.4104
0.9556,1.4104
0.9563,1.4053
0.9570,1.3952
0.9576,1.4053
0.9583,1.4053
0.9589,1.4053
0.9594,1.4053
0.9600,1.4053
0.9606,1.3952
0.9611,1.4002
0.9617,1.4053
0.9624,1.4002
0.9629,1.4002
0.9635,1.3952
0.9641,1.3901
0.9647,1.4002
0.9653,1.3952
0.9659,1.3952
0.9665,1.3952
0.9670,1.3901
0.9676,1.3952
0.9683,1.3952
0.9689,1.3952
0.9695,1.3952
0.9702,1.3850
0.9708,1.3952
0.9714,1.3952
0.9720,1.3952
0.9727,1.3901
0.9733,1.3901
0.9739,1.3901
0.9745,1.3901
0.9751,1.3901
0.9758,1.3952
0.9765,1.3901
0.9771,1.3901
0.9778,1.3850
0.9784,1.3799
0.9791,1.3799
0.9797,1.3850
0.9803,1.3799
0.9810,1.3850
